lemma,Count,part_of_speech,hypernyms
achieve,7,verb,succeed
achievement,11,noun,action
achiever,8,noun,person
achillea,8,noun,herb
achillea millefolium,20,noun,achillea
achillea ptarmica,17,noun,achillea
achilles' heel,14,noun,weak part
achilles tendon,15,noun,tendon
achimenes,9,noun,flower
aching,6,noun,pain
aching,6,verb,perceive|hanker|cause to be perceived
achira,6,noun,canna
achlorhydria,12,noun,disorder
achoerodus,10,noun,fish genus
achoerodus gouldii,18,noun,wrasse
acholia,7,noun,disorder
achomawi,8,noun,hokan|shastan
achondrite,10,noun,rock
achondroplasia,14,noun,genetic disease
achondroplasty,14,noun,genetic disease
achras,6,noun,dicot genus
achras zapota,13,noun,fruit tree
achromasia,10,noun,complexion
achromatic color,16,noun,color
achromatic colour,17,noun,color
achromatic lens,15,noun,compound lens
achromatic vision,17,noun,sight
achromaticity,13,noun,visual property
achromatin,10,noun,body substance
achromatise,11,verb,change
achromatism,11,noun,visual property
achromatize,11,verb,change
achromia,8,noun,colorlessness
achromycin,10,noun,antibacterial
achylia,7,noun,disorder
achylia gastrica,16,noun,disorder
acicula,7,noun,part
acid,4,noun,compound|lysergic acid diethylamide
acid anhydrides,15,noun,organic compound
acid dye,8,noun,dye
acid halide,11,noun,organic compound
acid head,9,noun,head
acid hydrogen,13,noun,hydrogen atom
acid precipitation,18,noun,air pollution
acid rain,9,noun,air pollution
acid rock,9,noun,rock 'n' roll
acid test,9,noun,appraisal
acid value,10,noun,definite quantity
acid-base balance,17,noun,chemical equilibrium
acid-base equilibrium,21,noun,chemical equilibrium
acid-base indicator,19,noun,indicator
acidemia,8,noun,blood disease
acidic hydrogen,15,noun,hydrogen atom
acidification,13,noun,natural process
acidify,7,verb,change taste|change state
acidimetry,10,noun,volumetric analysis
acidity,7,noun,taste property|sour|ph
acidophil,9,noun,bacteria
acidophile,10,noun,bacteria
acidophilus,11,noun,lactobacillus;probiotic
acidophilus milk,16,noun,milk
acidosis,8,noun,pathology
acidulate,9,verb,change taste
acidulousness,13,noun,sour
acid-wash,9,verb,wash
acinonyx,8,noun,mammal genus
acinonyx jubatus,16,noun,big cat
acinos,6,noun,asterid dicot genus
acinos arvensis,15,noun,herb
acinus,6,noun,drupelet|sac
acipenser,9,noun,fish genus
acipenser huso,14,noun,sturgeon
acipenser transmontanus,23,noun,sturgeon
acipenseridae,13,noun,fish family
ack-ack,7,noun,gun
ack-ack gun,11,noun,gun
ackee,5,noun,edible fruit
acknowledge,11,verb,declare|communicate|react|thank|accept|accept
acknowledged,12,verb,declare|communicate|react|thank|accept|accept
acknowledgement,15,noun,acceptance|message
acknowledgment,14,noun,acceptance|note|message
aclant,6,noun,headquarters
aclinic line,12,noun,line
acme,4,noun,degree|extreme point
acne,4,noun,inflammatory disease;skin disease
acne rosacea,12,noun,acne
acne vulgaris,13,noun,acne
acnidosporidia,14,noun,class
acocanthera,11,noun,dicot genus
acocanthera oblongifolia,24,noun,shrub
acocanthera oppositifolia,25,noun,shrub
acocanthera spectabilis,23,noun,shrub
acocanthera venenata,20,noun,shrub
acokanthera,11,noun,dicot genus
acolyte,7,noun,clergyman;holy order
aconite,7,noun,poisonous plant
aconitum,8,noun,magnoliid dicot genus
aconitum lycoctonum,19,noun,aconite
aconitum napellus,17,noun,aconite
acoraceae,9,noun,monocot family
acorea,6,noun,abnormality
acorn,5,noun,fruit
acorn barnacle,14,noun,barnacle
acorn cup,9,noun,cup
acorn squash,12,noun,winter squash|winter squash
acorn tube,10,noun,tube
acorus,6,noun,monocot genus
acorus calamus,14,noun,marsh plant
acousma,7,noun,hallucination
acoustic,8,noun,remedy
acoustic aphasia,16,noun,aphasia
acoustic buoy,13,noun,buoy
acoustic delay line,19,noun,delay line
acoustic device,15,noun,device
acoustic gramophone,19,noun,record player
acoustic guitar,15,noun,guitar
acoustic impedance,18,noun,resistance
acoustic meatus,15,noun,meatus
acoustic modem,14,noun,modem
acoustic nerve,14,noun,cranial nerve
acoustic phenomenon,19,noun,physical phenomenon
acoustic power,14,noun,intensity
acoustic projection,19,noun,acoustic phenomenon
acoustic radiation pressure,27,noun,radiation pressure
acoustic reactance,18,noun,resistance
acoustic resistance,19,noun,resistance
acoustic spectrum,17,noun,spectrum
acoustic storage,16,noun,memory device
acoustic wave,13,noun,wave
acoustician,11,noun,physicist
acousticophobia,15,noun,simple phobia
acoustics,9,noun,physics|remedy
acquaint,8,verb,inform|inform|inform
acquaintance,12,noun,information|relationship|person
acquaintanceship,16,noun,relationship
acquainted,10,verb,inform|inform|inform
acquiesce,9,verb,agree
acquiescence,12,noun,acceptance|agreement
acquire,7,verb,change|change|situate|get|change
acquired,8,verb,change|change|situate|get|change
acquired hemochromatosis,24,noun,hemochromatosis
acquired immune deficiency syndrome,35,noun,immunodeficiency;infectious disease
acquired immunity,17,noun,immunity
acquired reflex,15,noun,learned reaction
acquired taste,14,noun,preference
acquirement,11,noun,ability
acquirer,8,noun,person|depository financial institution|financial institution|depository financial institution
acquiring,9,noun,act
acquiring,9,verb,change|change|situate|get|change
acquisition,11,noun,acquiring|transferred property|basic cognitive process|ability
acquisition agreement,21,noun,contract
acquisitiveness,15,noun,greed
acquit,6,verb,pronounce|act;hold
acquittal,9,noun,final judgment
acquittance,11,noun,legal document
acquitted,9,verb,pronounce|act;hold
acrasiomycetes,14,noun,class
acre,4,noun,area unit
acre inch,9,noun,volume unit
acreage,7,noun,area
acre-foot,9,noun,volume unit
acres,5,noun,real property|area unit
acridid,7,noun,grasshopper
acrididae,9,noun,arthropod family
acridity,8,noun,smell|bitterness|disagreeableness
acridness,9,noun,bitterness|disagreeableness
acridotheres,12,noun,bird genus
acridotheres tristis,20,noun,myna
acrilan,7,noun,acrylic
acrimony,8,noun,disagreeableness
acris,5,noun,amphibian genus
acris crepitans,15,noun,cricket frog
acris gryllus,13,noun,cricket frog
acroanaesthesia,15,noun,regional anesthesia
acroanesthesia,14,noun,regional anesthesia
acrobat,7,noun,athlete
acrobates,9,noun,mammal genus
acrobatic feat,14,noun,stunt
acrobatic stunt,15,noun,stunt
acrobatics,10,noun,gymnastics|flight
acrocarp,8,noun,moss
acrocarpous moss,16,noun,moss
acrocarpus,10,noun,rosid dicot genus
acrocarpus fraxinifolius,24,noun,tree
acrocentric chromosome,22,noun,chromosome
acrocephalus,12,noun,bird genus
acrocephalus schoenobaenus,26,noun,old world warbler
acrocephaly,11,noun,birth defect
acroclinium,11,noun,asterid dicot genus
acroclinium roseum,18,noun,everlasting
acrocomia,9,noun,monocot genus
acrocomia aculeata,18,noun,feather palm
acrocomia vinifera,18,noun,feather palm
acrocyanosis,12,noun,cyanosis
acrodont,8,noun,animal
acrogen,7,noun,plant
acrolein,8,noun,aldehyde
acromegalia,11,noun,hypertrophy
acromegaly,10,noun,hypertrophy
acromial process,16,noun,process
acromicria,10,noun,abnormality
acromikria,10,noun,abnormality
acromion,8,noun,process
acromphalus,11,noun,abnormality
acromyotonia,12,noun,myotonia
acronym,7,noun,form
acrophobia,10,noun,simple phobia
acrophony,9,noun,naming
acropolis,9,noun,bastion
acropora,8,noun,coelenterate genus
acrosome,8,noun,process
acrostic,8,noun,puzzle|literary composition
acrostichum,11,noun,fern genus
acrostichum aureum,18,noun,fern
acrylamide,10,noun,amide
acrylate,8,noun,salt
acrylate resin,14,noun,synthetic resin
acrylic,7,noun,man-made fiber|synthetic resin|paint|fabric
acrylic acid,12,noun,carboxylic acid
acrylic fiber,13,noun,man-made fiber
acrylic paint,13,noun,paint
acrylic resin,13,noun,synthetic resin
acrylonitrile,13,noun,nitrile
acrylonitrile-butadiene-styrene,31,noun,plastic
act,3,noun,legal document|event|dramatic composition|performance|expression
act,3,verb,re-create|serve|act|be|succeed|perform
act as,6,verb,serve|act
act involuntarily,17,verb,act
act of god,10,noun,calamity
act of terrorism,16,noun,terror
act on,6,verb,react|act
act out,7,verb,act|act
act reflexively,15,verb,act
act superior,12,verb,act
act up,6,verb,misbehave|ache
act upon,8,verb,affect
actaea,6,noun,magnoliid dicot genus
actaea alba,11,noun,baneberry
actaea rubra,12,noun,baneberry
acth,4,noun,hormone
actias,6,noun,arthropod genus
actias luna,11,noun,saturniid
actifed,7,noun,antihistamine;nasal decongestant
actin,5,noun,simple protein
actinaria,9,noun,animal order
acting,6,noun,activity;performing arts
acting,6,verb,re-create|serve|act|be|succeed|perform
acting out,10,noun,effusion|display
actinia,7,noun,coelenterate genus|sea anemone
actinian,8,noun,sea anemone
actiniaria,10,noun,animal order
actiniarian,11,noun,sea anemone
actinic dermatitis,18,noun,dermatitis
actinic keratosis,17,noun,keratosis
actinic radiation,17,noun,electromagnetic radiation
actinic ray,11,noun,electromagnetic radiation
actinide,8,noun,group
actinide series,15,noun,series
actinidia,9,noun,dilleniid dicot genus
actinidia arguta,16,noun,vine
actinidia chinensis,19,noun,vine
actinidia deliciosa,19,noun,vine
actinidia polygama,18,noun,vine
actinidiaceae,13,noun,dilleniid dicot family
actiniopteris,13,noun,fern genus
actinism,8,noun,property
actinium,8,noun,chemical element
actinoid,8,noun,group
actinolite,10,noun,amphibole
actinomeris,11,noun,asterid dicot genus
actinomeris alternifolia,24,noun,crownbeard
actinometer,11,noun,measuring instrument
actinometry,11,noun,measurement
actinomyces,11,noun,eubacteria
actinomycetaceae,16,noun,bacteria family
actinomycetales,15,noun,animal order
actinomycete,12,noun,eubacteria
actinomycin,11,noun,antibiotic
actinomycosis,13,noun,zoonosis
actinomyxidia,13,noun,animal order
actinomyxidian,14,noun,sporozoan
actinon,7,noun,group
actinopod,9,noun,sarcodinian
actinopoda,10,noun,class
actinotherapy,13,noun,therapy
actinozoa,9,noun,class|coelenterate
actinozoan,10,noun,coelenterate
action,6,noun,act|state|group action|process|plot|drive|mechanism|proceeding|group action|work
action,6,verb,challenge|complete;effect
action at law,13,noun,proceeding
action mechanism,16,noun,mechanism
action officer,14,noun,case officer
action painting,15,noun,artistic movement
action plant,12,noun,mimosa
action potential,16,noun,nerve impulse
action replay,13,noun,repetition
action spectrum,15,noun,spectrum
actitis,7,noun,bird genus
actitis hypoleucos,18,noun,sandpiper
actitis macularia,17,noun,sandpiper
activase,8,noun,thrombolytic
activate,8,verb,initiate|change|change|change|change
activated,9,verb,initiate|change|change|change|change
activated carbon,16,noun,carbon
activated charcoal,18,noun,carbon
activating,10,noun,activity
activating,10,verb,initiate|change|change|change|change
activating agent,16,noun,activator
activation,10,noun,stimulation|activity|beginning
activation energy,17,noun,energy
activator,9,noun,substance
active,6,noun,chemical agent|voice|person
active agent,12,noun,chemical agent
active air defense,18,noun,air defense
active application,18,noun,application
active birth,12,noun,childbirth
active citizen,14,noun,citizen
active immunity,15,noun,acquired immunity
active matrix screen,20,noun,liquid crystal display
active placebo,14,noun,placebo
active site,11,noun,site
active transport,16,noun,transport
active trust,12,noun,trust
active voice,12,noun,voice
activeness,10,noun,state|trait
activewear,10,noun,attire
activism,8,noun,policy
activist,8,noun,reformer
activity,8,noun,act|state|organic process|capability|process|trait
actomyosin,10,noun,protein
actor,5,noun,performer|person
actor's agent,13,noun,business agent
actor's assistant,17,noun,assistant
actor's line,12,noun,line
actress,7,noun,actor
acts,4,noun,legal document|event|dramatic composition|performance|expression
acts,4,verb,re-create|serve|act|be|succeed|perform
actual damages,14,noun,damages
actual eviction,15,noun,eviction
actual possession,17,noun,possession
actual sin,10,noun,sin
actualisation,13,noun,creating by mental acts
actualise,9,verb,make|represent
actuality,9,noun,being
actualization,13,noun,creating by mental acts
actualize,9,verb,make|represent
actuarial table,15,noun,table
actuary,7,noun,calculator
actuate,7,verb,initiate|cause
actuated,8,verb,initiate|cause
actuating,9,verb,initiate|cause
actuation,9,noun,act
actuator,8,noun,mechanism
actus reus,10,noun,activity
acuity,6,noun,sight|intelligence
acular,6,noun,nonsteroidal anti-inflammatory
aculea,6,noun,process
aculeus,7,noun,plant process|stinger
acumen,6,noun,plant process|shrewdness
acuminate,9,verb,sharpen
acuminate leaf,14,noun,simple leaf
acupressure,11,noun,treatment
acupuncture,11,noun,treatment
acute,5,noun,accent
acute accent,12,noun,accent
acute angle,11,noun,oblique angle
acute anterior poliomyelitis,28,noun,infectious disease
acute brain disorder,20,noun,disorder
acute gastritis,15,noun,gastritis
acute glaucoma,14,noun,glaucoma
acute glossitis,15,noun,glossitis
acute hemorrhagic encephalitis,30,noun,encephalitis
acute inclusion body encephalitis,33,noun,encephalitis
acute kidney failure,20,noun,renal failure
acute leukemia,14,noun,leukemia
acute lymphoblastic leukemia,28,noun,acute leukemia
acute lymphocytic leukemia,26,noun,acute leukemia
acute myelocytic leukemia,25,noun,acute leukemia;myelocytic leukemia
acute myeloid leukemia,22,noun,acute leukemia;myelocytic leukemia
acute organic brain syndrome,28,noun,disorder
acute pyelonephritis,20,noun,pyelonephritis
acute renal failure,19,noun,renal failure
acute schizophrenic episode,27,noun,schizophrenia
acute triangle,14,noun,triangle
acute-angled triangle,21,noun,triangle
acuteness,9,noun,sensitivity|intelligence|sharpness
acyclovir,9,noun,medicine
acyl,4,noun,group
acyl anhydrides,15,noun,organic compound
acyl group,10,noun,group
acyl halide,11,noun,organic compound
acylation,9,noun,chemical process
acylglycerol,12,noun,animal oil;glyceryl ester
ad,2,noun,promotion
ad agency,9,noun,agency
ad blitz,8,noun,campaign
ad campaign,11,noun,campaign
ad valorem tax,14,noun,excise
ada,3,noun,enzyme
adactylia,9,noun,meromelia
adactylism,10,noun,meromelia
adactyly,8,noun,meromelia
adage,5,noun,saying
adagio,6,noun,musical composition;passage|dancing
adalia,6,noun,arthropod genus
adalia bipunctata,17,noun,ladybug
adam,4,noun,methylenedioxymethamphetamine
adamance,8,noun,resoluteness
adam-and-eve,12,noun,orchid
adamant,7,noun,carbon;transparent gem
adams,5,noun,methylenedioxymethamphetamine
adam's apple,12,noun,shrub|cartilage
adam's needle,13,noun,yucca
adam's needle-and-thread,24,noun,yucca
adams-stokes syndrome,21,noun,cardiac arrhythmia
adansonia,9,noun,dilleniid dicot genus
adansonia digitata,18,noun,angiospermous tree
adansonia gregorii,18,noun,angiospermous tree
adapid,6,noun,taxonomic group
adapid group,12,noun,taxonomic group
adapin,6,noun,tricyclic
adapt,5,verb,change|change
adaptability,12,noun,ability
adaptation,10,noun,writing|organic process|alteration
adapted,7,verb,change|change
adapter,7,noun,musician|device
adaption,8,noun,organic process
adaptive radiation,18,noun,radiation
adaptor,7,noun,device
adar,4,noun,jewish calendar month
adar sheni,10,noun,jewish calendar month
ada-scid,8,noun,severe combined immunodeficiency
add,3,noun,syndrome
add,3,verb,increase|state|change|calculate|count|form
add on,6,verb,add|attach
add to,6,verb,increase
add together,12,verb,count|calculate
add up,6,verb,become|count|be|be
addax,5,noun,antelope
addax nasomaculatus,19,noun,antelope
addend,6,noun,number
addendum,8,noun,matter
adder,5,noun,calculator|calculator|viper
adder's fern,12,noun,polypody
adder's tongue,14,noun,fern
adder's tongue fern,19,noun,fern
addict,6,noun,enthusiast|drug user
addict,6,verb,habituate
addicted,8,verb,habituate
addiction,9,noun,physical condition|craving|award
add-in,6,noun,printed circuit
adding machine,14,noun,calculator
addison's disease,17,noun,glandular disease
addison's syndrome,18,noun,glandular disease
addition,8,noun,component|increase|indefinite quantity|acquisition|suburb|arithmetic operation
addition reaction,17,noun,chemical reaction
additive,8,noun,addition
additive inverse,16,noun,inverse
addle,5,verb,jumble|spoil
addled,6,verb,jumble|spoil
addlehead,9,noun,misfit
addle-head,10,noun,misfit
add-on,6,noun,component|component
address,7,noun,code|geographic point|speech act|manner of speaking|street sign|direction|stance|tact
address,7,verb,communicate|label|target|use|address|access|broach|come|align
addressed,9,verb,communicate|label|target|use|address|access|broach|come|align
addressee,9,noun,recipient
addressing machine,18,noun,printer
addressograph,13,noun,printer
adduce,6,verb,testify
adducer,7,noun,discussant
adducing,8,noun,argument
adducing,8,verb,testify
adduct,6,noun,compound
